iter	Logloss
472	0.04519739766
473	0.04505201463
474	0.04482721513
475	0.04465287116
476	0.04439117678
477	0.04430021163
478	0.04419369544
479	0.04403037717
480	0.04391371819
481	0.04369269033
482	0.04347707072
483	0.04333592692
484	0.04312931184
485	0.0429784221
486	0.04282432679
487	0.04268681926
488	0.04261845004
489	0.0424724948
490	0.04232506291
491	0.04218635251
492	0.04208442011
493	0.04203919134
494	0.0418590761
495	0.04175471029
496	0.04163009274
497	0.04151303691
498	0.04139643638
499	0.04132120071
